date, text, major_direction, voting, minor_direction
20060209, 통화정책방향200629 실물경제는 건설투자의 증가가 미약하나 수출이 견조한 증가세를 유지하고 민간소비의 신장세가 확대되는 가운데 설비투자도 점차 회복되고 있음 경상수지는 상품수지를 중심으로 흑자기조를 이어가고 있음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 고유가에 따른 상승압력이 잠재되어 있으며 부동산가격은 일부 지역을 중심으로 오름세를 나타내고 있음 금융시장에서는 유동성사정이 원활하고 금융기관 여신도 꾸준히 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현재의 375에서 400로 상향조정하여 운용함, rise, unanimous, 
20060309, 통화정책방향2006 3 9 실물경제는 건설투자의 증가가 미약하나 수출이 견실한 증가세를 유지하고 민간소비가 회복세를 지속하는 가운데 설비투자도 증가세를 이어가고 있음 경상수지는 흑자기조를 이어가고 있으나 수입수요 증가로 흑자폭이 축소되고 있음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 고유가 지속에 따른 상승압력이 잠재되어 있으며 부동산가격은 일부 지역을 중심으로 오름세가 이어지고 있음 금융시장에서는 유동성사정이 원활한 가운데 금융기관 여신도 중소기업대출을 중심으로 꾸준히 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준400에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20060407, 통화정책방향2006 4 7 실물경제는 건설투자의 증가가 미약하나 수출이 견실한 증가세를 유지하고 민간소비가 회복세를 지속하는 가운데 설비투자도 증가세를 이어가고 있음 경상수지는 수입의 큰 폭 증가로 소폭의 적자를 나타내었음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 고유가 지속에 따른 상승압력이 잠재되어 있으며 부동산가격은 오름세가 이어지고 있음 금융시장에서는 유동성사정이 원활하고 금융기관 여신도 중소기업대출을 중심으로 꾸준히 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준400에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20060511, 통화정책방향2006 5 11 실물경제는 건설투자의 증가가 미약하나 수출이 견실한 신장세를 유지하고 민간소비가 회복세를 지속하는 가운데 설비투자도 증가세를 이어가고 있음 경상수지는 상품수지가 흑자를 유지하고 있으나 대외배당금 지급 등으로 적자를 나타내었음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 유가급등에 따른 상승압력이 잠재되어 있으며 부동산가격도 오름세가 지속되고 있음 금융시장에서는 유동성사정이 원활하고 금융기관 여신도 큰 폭으로 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준400에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20060608, 통화정책방향200668 실물경제는 건설투자의 증가가 미약하나 수출 신장세가 확대되고 민간소비가 회복세를 지속하는 가운데 설비투자도 증가세를 이어가고 있음 경상수지는 상품수지의 흑자폭 축소와 대외배당금 지급 등으로 일시적으로 큰 폭의 적자를 기록하였음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 고유가 지속으로 상승압력이 점증하고 있으며 부동산가격도 오름세를 나타내고 있음 금융시장에서는 유동성사정이 원활하고 금융기관 여신도 큰 폭으로 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현재의 400에서 425로 상향조정하여 운용함, rise, unanimous, 
20060707, 통화정책방향200677 실물경제는 건설투자가 부진하나 수출이 견실한 신장세를 유지하고 민간소비가 회복세를 지속하는 가운데 설비투자도 증가세를 이어가고 있음 경상수지는 상품수지의 흑자폭 확대 및 대외배당금 지급 축소 등으로 흑자로 돌아섰음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 고유가에 따른 상승압력이 지속되고 있음 한편 부동산가격은 오름세가 다소 둔화되고 있음 금융시장에서는 전반적으로 유동성사정이 원활하고 금융기관 여신도 꾸준히 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준425에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20060810, 통화정책방향2006810 실물경제는 건설투자가 부진하나 수출이 견실한 신장세를 유지하고 민간소비가 회복세를 지속하는 가운데 설비투자도 증가세를 이어가고 있음 경상수지는 상품수지를 중심으로 흑자를 나타내었음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 경기회복과 고유가에 따른 상승압력이 지속되고 있음 한편 부동산가격은 오름세가 둔화되고 있음 금융시장에서는 금융기관의 여신 증가세가 다소 둔화되고 있으나 전반적인 유동성사정은 여전히 원활함 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현재의 425에서 450로 상향조정하여 운용함, rise, 3-3, freeze
20060907, 통화정책방향200697 실물경제는 건설투자가 부진하고 민간소비가 일시 주춤하는 모습을 보였으나 수출이 높은 신장세를 유지하고 설비투자도 증가세를 이어가고 있음 경상수지는 상품수지 흑자 축소와 서비스수지 적자 확대 등으로 적자를 나타내었음 물가는 근원인플레이션과 소비자물가가 대체로 안정세를 보이고 있으나 경기회복과 고유가에 따른 상승압력이 지속되고 있음 한편 부동산가격은 오름세가 둔화되고 있음 금융시장에서는 전반적으로 유동성사정이 원활하나 금융기관의 여신 증가세는 다소 둔화되는 움직임을 보이고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준450에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20061012, 통화정책방향20061012 실물경제는 건설투자가 저조하고 민간소비의 신장세가 다소 약화되는 움직임을 보이고 있으나 수출이 높은 증가세를 유지하고 설비투자도 개선추세를 이어가고 있음 경상수지는 상품수지의 흑자 유지에도 불구하고 서비스수지 적자 확대 등으로 적자를 나타내었음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 그간의 고유가 지속에 따른 상승압력이 내재되어 있으며 부동산가격의 오름세도 높아지는 기미가 나타나고 있음 금융시장에서는 전반적으로 유동성사정이 원활하고 금융기관 여신도 중소기업대출을 중심으로 큰 폭으로 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준450에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20061109, 통화정책방향2006119 실물경제는 민간소비의 신장세가 약화되고 있으나 수출이 높은 증가세를 유지하는 가운데 설비투자가 개선 추세를 이어가고 건설투자의 부진도 다소 완화되는 기미가 나타나고 있음 경상수지는 상품수지 흑자 확대와 서비스수지 적자 축소 등으로 흑자로 돌아섰음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으나 부동산가격은 오름세가 확대되고 있음 금융시장에서는 전반적으로 유동성사정이 원활하고 금융기관 여신도 큰 폭으로 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준450에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20061207, 통화정책방향2006127 실물경제는 민간소비의 신장세가 다소 약화되고 있으나 수출이 높은 증가세를 유지하는 가운데 설비투자가 개선 추세를 이어가고 건설투자의 부진도 완화되는 모습을 보이고 있음 경상수지는 상품수지 흑자 지속 및 서비스수지 적자 축소 등으로 흑자규모가 소폭 확대되었음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으며 부동산가격은 최근 정부대책 발표 이후 오름세가 둔화되는 모습을 나타내고 있음 금융시장에서는 전반적으로 유동성사정이 원활하고 금융기관 여신도 큰 폭으로 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준450에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20070111, 통화정책방향2007111 실물경제는 민간소비의 신장세가 다소 약화되고 있으나 수출이 높은 증가세를 유지하는 가운데 설비투자가 개선 추세를 이어가고 건설투자도 회복되는 조짐을 보이고 있음 경상수지는 상품수지 흑자 확대로 큰 폭의 흑자를 기록하였음 물가는 근원인플레이션과 소비자물가 모두 안정세를 보이고 있으며 부동산가격의 오름세도 둔화되는 움직임을 나타내고 있음 금융시장에서는 전반적으로 유동성사정이 원활하고 금융기관 여신도 꾸준히 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준450에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20070209, 통화정책방향200728 실물경제는 민간소비의 신장세가 다소 약화되고 있으나 수출이 높은 증가세를 유지하는 가운데 설비투자의 개선추세가 이어지고 건설투자도 회복세를 지속하고 있음 경상수지는 상품수지 흑자 축소 등으로 흑자규모가 크게 줄어들었음 물가는 소비자물가와 근원인플레이션 모두 안정세를 보이고 있으며 부동산가격도 오름세가 둔화되고 있음 금융시장에서는 금융기관 여신의 증가세가 다소 둔화되고 있으나 전반적인 유동성사정은 원활함 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준450에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20070308, 통화정책방향200738 실물경제는 민간소비의 신장세가 다소 약화되고 있으나 수출이 높은 증가세를 유지하는 가운데 설비투자와 건설투자도 꾸준한 개선추세를 나타내고 있음 경상수지는 상품수지 흑자 축소 등으로 적자를 기록하였음 물가는 소비자물가와 근원인플레이션 모두 안정세를 보이고 있으며 부동산가격의 오름세도 둔화되고 있음 금융시장에서는 금융기관 여신의 증가세가 다소 둔화되고 있으나 전반적인 유동성사정은 원활함 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준450에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20070412, 통화정책방향2007412 실물경제는 수출이 높은 증가세를 유지하는 가운데 설비투자와 건설투자가 꾸준한 개선추세를 나타내고 있으며 민간소비도 회복되는 조짐을 보이고 있음 경상수지는 상품수지 흑자 확대 등으로 흑자를 기록하였음 물가는 소비자물가와 근원인플레이션 모두 안정세를 보이고 있으며 부동산가격의 오름세도 둔화되고 있음 금융시장에서는 전반적으로 유동성사정이 원활하고 금융기관 여신도 중소기업대출을 중심으로 꾸준히 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준450에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20070510, 통화정책방향2007510 실물경제는 수출이 높은 증가세를 유지하는 가운데 설비투자가 꾸준히 늘어나고 민간소비도 회복되는 조짐을 보이고 있으나 건설투자는 신장세가 다소 둔화되는 움직임을 나타내고 있음 경상수지는 상품수지가 흑자를 유지하였으나 대외배당금 지급 등으로 적자를 기록하였음 물가는 소비자물가와 근원인플레이션 모두 안정세를 보이고 있으며 부동산가격의 오름세도 뚜렷이 둔화되고 있음 금융시장에서는 전반적으로 유동성사정이 원활하고 금융기관 여신도 중소기업대출을 중심으로 큰 폭으로 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준450에서 유지하는 방향으로 통화정책을 운용함, freeze, unanimous, 
20070608, 통화정책방향200768 실물경제는 수출이 높은 신장세를 유지하는 가운데 설비투자와 건설투자가 꾸준히 늘어나고 민간소비도 회복되는 조짐을 보이고 있음 경상수지는 상품수지 흑자 축소 대외배당금 지급 등으로 적자를 기록하였음 물가는 소비자물가와 근원인플레이션 모두 안정세를 지속하고 있으며 부동산가격의 오름세도 뚜렷이 둔화되고 있음 금융시장에서는 전반적으로 유동성사정이 원활하고 금융기관 여신도 중소기업대출을 중심으로 큰 폭으로 늘어나고 있음 이와 같은 점을 종합적으로 감안하여 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준450에서 유지하는 방향으로 통화정책을 운용함, freeze, 5-1, rise
20070712, 붙 임 한국은행의 금융기관에 대한 여신업무이율 개정안 표, rise, unanimous, 
20070809, 통화정책방향200789 금융통화위원회는 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현재의 475에서 500로 상향조정하여 운용하기로 하였음 최근 국내 경기는 수출이 높은 신장세를 유지하는 가운데 투자와 소비도 꾸준히 늘어나는 등 상승기조를 이어가고 있는 것으로 판단됨 소비자물가는 국제유가 상승에도 불구하고 대체로 안정세를 유지하고 있으며 부동산가격의 오름세도 제한되고 있음 금융시장에서는 시중유동성이 여전히 풍부한 가운데 금융기관 여신도 증가세를 지속하고 있음 이번 콜금리 목표 인상으로 금융완화의 정도가 크게 축소될 것으로 판단됨, rise, 5-1, freeze
20070907, 통화정책방향200797 금융통화위원회는 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준500에서 유지하는 방향으로 통화정책을 운용하기로 하였음 최근 국내 경기는 수출이 높은 신장세를 유지하는 가운데 소비를 중심으로 내수도 꾸준히 늘어나는 등 상승기조를 이어가고 있는 것으로 판단됨 소비자물가는 고유가 지속에도 불구하고 안정세를 유지하고 있으며 부동산가격의 오름세도 제한되고 있음 금융시장에서는 시중유동성이 풍부한 가운데 금융기관 여신이 증가세를 지속하고 있으며 국제금융시장 불안의 영향으로 가격변수의 변동성이 확대되었음 앞으로의 통화정책방향은 새로 발표되는 물가 경기 및 금융지표의 움직임 등을 종합적으로 고려하여 결정될 것임, freeze, unanimous, 
20071108, 통화정책방향2007118 금융통화위원회는 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준500에서 유지하는 방향으로 통화정책을 운용하기로 하였음 최근 국내 경기는 투자의 증가세가 둔화되고 있으나 수출이 높은 신장세를 유지하고 소비도 꾸준히 늘어나는 등 상승기조를 이어가고 있는 것으로 판단됨 다만 국제유가 상승 국제금융시장 불안 지속 등으로 향후 경기흐름의 불확실성이 높아지고 있음 소비자물가는 대체로 안정세를 보이는 가운데 고유가의 영향 등으로 상승압력이 높아지고 있으며 부동산가격은 오름세가 제한되고 있음 금융시장에서는 시중유동성이 풍부한 가운데 금융기관 여신이 증가세를 지속하고 있음, freeze, unanimous, 
20071207, 통화정책방향2007127 금융통화위원회는 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준500에서 유지하는 방향으로 통화정책을 운용하기로 하였음 최근 국내 경기는 투자의 증가세가 둔화되고 있으나 수출이 높은 신장세를 유지하고 소비도 꾸준히 늘어나는 등 상승기조를 이어가고 있는 것으로 판단됨 다만 국제유가 상승 국제금융시장 불안 지속 등으로 향후 경기흐름의 불확실성이 높은 상황임 소비자물가는 고유가의 영향 등으로 상승세가 확대되는 모습을 보이고 있으며 부동산가격은 오름세가 제한되고 있음 금융시장에서는 시중유동성이 풍부한 가운데 금융기관 여신이 증가세를 지속하고 있으나 국제금융시장 불안의 영향 등으로 가격변수의 변동성이 확대되었음, freeze, unanimous, 
20080110, 통화정책방향2008110 금융통화위원회는 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준500에서 유지하는 방향으로 통화정책을 운용하기로 하였음 최근 국내 경기는 투자 증가율이 낮은 수준에 머물고 있으나 수출이 높은 신장세를 유지하고 소비도 꾸준히 늘어나는 등 상승기조를 이어가고 있는 것으로 판단됨 다만 국제유가 상승 국제금융시장 불안 가능성 등으로 향후 경기흐름의 불확실성이 여전히 높은 상황임 소비자물가는 고유가의 영향 등으로 상승세가 확대되는 모습을 보이고 있으며 부동산가격은 오름세가 제한되고 있음 금융시장에서는 시중유동성이 풍부한 가운데서도 자금흐름의 변화 등으로 장단기 시장금리는 오름세를 나타내었음, freeze, unanimous, 
20080213, 통화정책방향2008213 금융통화위원회는 다음 통화정책방향 결정시까지 콜금리무담보 익일물 기준 목표를 현 수준500에서 유지하는 방향으로 통화정책을 운용하기로 하였음 최근 국내 경기는 소비 증가세가 낮아지고 있으나 수출의 높은 신장세에 힘입어 상승기조를 이어가고 있는 것으로 판단됨 다만 국제금융시장 불안 미국 경기 부진 등으로 향후 경기흐름의 불확실성이 높아진 상황임 소비자물가는 고유가의 영향 등으로 상승세가 확대되는 모습을 보이고 있으며 부동산가격은 오름세가 제한되고 있음 금융시장에서는 시중유동성이 풍부한 가운데 장단기 시장금리가 하락하였으며 국제금융시장 불안의 영향으로 일부 가격변수의 변동성이 확대되었음, freeze, unanimous, 
20080307, 통화정책방향200837 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 콜금리무담보 익일물 기준 목표와 같은 500로 설정하여 통화정책을 운용하기로 하였음 최근 국내 경기는 소비 증가세가 낮은 수준이나 수출 호조에 힘입어 상승기조를 이어가고 있는 것으로 판단됨 다만 국제금융시장 불안 미국 경기 부진 등으로 향후 경기흐름의 불확실성이 높은 상황임 소비자물가는 고유가의 영향 등으로 높은 상승세를 지속하고 있으며 부동산가격의 오름세는 제한되고 있음 금융시장에서는 시중유동성이 풍부한 가운데 장단기 시장금리가 하락세를 지속하였으며 국제금융시장 불안의 영향으로 일부 가격변수가 높은 변동성을 나타내었음, freeze, unanimous, 
20080410, 통화정책방향2008410 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준500에서 유지하여 통화정책을 운용하기로 하였음 최근 국내 경기는 수출이 호조를 보이고 있으나 내수 증가율이 다소 낮아지면서 상승세가 주춤하고 있는 것으로 판단되며 국제금융시장 불안 미국 경기 부진 등으로 향후 경기흐름의 불확실성도 높은 상황임 소비자물가는 고유가의 영향 등으로 높은 상승세를 지속하고 있으며 부동산가격은 일부 지역에서 오름세가 확대되었음 금융시장에서는 시중유동성이 풍부한 가운데 금융기관 여신이 증가세를 지속하였으며 국제금융시장 불안의 영향으로 가격변수가 높은 변동성을 나타내었음, freeze, 4-2, fall
20080508, 통화정책방향200858 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준500에서 유지하여 통화정책을 운용하기로 하였음 최근 국내 경기는 수출이 호조를 보이고 있으나 내수 증가율이 낮아지면서 상승세가 둔화되고 있는 것으로 판단되며 국제금융시장 불안 미국 경기 부진 등으로 향후 경기흐름의 불확실성도 높은 상황임 소비자물가는 고유가의 영향 등으로 높은 상승세를 지속하고 있으며 부동산가격도 일부 지역에서 오름세를 이어갔음 금융시장에서는 시중유동성이 풍부한 가운데 금융기관 여신이 증가세를 지속하고 장기시장금리가 크게 하락하였음, freeze, 4-2, fall
20080612, 통화정책방향2008612 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준500에서 유지하여 통화정책을 운용하기로 하였음 최근 국내 경기는 수출이 호조를 보이고 있으나 내수 증가율이 낮은 수준에 머물면서 상승세가 둔화되고 있는 것으로 판단되며 원유가격 상승 국제금융시장 불안 미국 경기 부진 등으로 향후 경기흐름의 불확실성도 높은 상황임 소비자물가는 유가 급등의 영향 등으로 오름세가 크게 확대되었으며 부동산가격의 상승률은 다소 낮아졌음 금융시장에서는 시중유동성이 풍부한 가운데 금융기관 여신이 증가세를 지속하였으나 장기시장금리는 크게 상승하였음, freeze, unanimous, 
20080710, 통화정책방향2008710 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준500에서 유지하여 통화정책을 운용하기로 하였음 최근 국내 경기는 수출이 호조를 보이고 있으나 내수 증가율이 낮은 수준에 머물면서 상승세가 약화되고 있는 것으로 판단되며 원유가격 상승 국제금융시장 불안 미국 경기 부진 등으로 향후 경기흐름의 불확실성도 높은 상황임 소비자물가는 유가 급등의 영향 등으로 상승세가 더욱 확대되었으며 앞으로도 상당기간 높은 오름세가 지속될 것으로 보임 한편 부동산가격의 상승세는 제한되고 있음 금융시장에서는 시중유동성이 풍부한 가운데 금융기관 여신이 증가세를 지속하였으나 장기시장금리는 인플레이션에 대한 우려 등으로 더욱 상승하였음, freeze, unanimous, 
20080807, 통화정책방향200887 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 500에서 525로 상향조정하여 통화정책을 운용하기로 하였음 최근 국내 경기는 수출이 호조를 보이고 있으나 내수 증가율이 낮은 수준에 머물면서 둔화되고 있는 것으로 판단되며 국제유가 변동성 확대 국제금융시장 불안 미국 경기 부진 등으로 향후 경기흐름의 불확실성도 높은 상황임 소비자물가는 고유가의 영향 파급 등으로 상승세가 한층 확대되었으며 앞으로도 상당기간 높은 오름세가 지속될 것으로 보임 한편 부동산가격의 상승세는 제한되고 있음 금융시장에서는 시중유동성이 풍부한 가운데 금융기관 여신이 증가세를 지속하였음 이번 기준금리 인상은 높은 물가상승세로 인해 인플레이션 기대심리가 확산될 소지를 줄이기 위한 것임, rise, 5-1, freeze
20080911, 통화정책방향2008911 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현 수준525에서 유지하여 통화정책을 운용하기로 하였음 최근 국내 경기는 수출이 호조를 보이고 있으나 내수 저조로 인해 둔화 움직임을 지속하고 있는 것으로 판단되며 국제금융시장 불안 미국 경기 부진 등으로 향후 경기흐름의 불확실성도 높은 상황임 소비자물가는 국제유가 하락의 영향으로 상승률이 소폭 낮아졌으나 앞으로 상당기간 높은 오름세가 지속될 것으로 보임 한편 부동산가격의 상승세는 제한되고 있음 금융시장에서는 시중유동성이 풍부하고 금융기관 여신도 꾸준히 증가하였으나 시장참가자들의 불안심리 등으로 가격변수가 높은 변동성을 나타내었음, freeze, unanimous, 
20081009, 통화정책방향2008109 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 525에서 500로 하향조정하여 통화정책을 운용하기로 하였음 최근 국내 경기는 수출이 높은 신장세를 지속하고 있으나 내수 부진으로 인해 둔화 움직임이 뚜렷해지고 있으며 국제금융시장 불안 세계 경기 위축 등으로 향후 성장의 하향리스크도 높아진 것으로 판단됨 소비자물가는 국제유가 하락의 영향으로 상승률이 점차 낮아지고 있으나 원달러 환율 상승 등에 기인하여 당분간 높은 오름세를 나타낼 것으로 보임 한편 부동산가격의 상승세는 제한되고 있음 금융시장에서는 국제금융시장 불안 확산의 영향으로 환율 주가 등 가격변수가 불안정한 움직임을 보이는 가운데 금융기관의 여신태도가 강화되고 있음 이번 기준금리 인하는 금융시장 불안을 완화하고 경기가 과도하게 위축되지 않도록 하기 위한 것임, fall, unanimous, 
20081027, 통화정책방향20081027 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 500에서 425로 하향조정하여 통화정책을 운용하기로 하였음 이와 같이 기준금리를 큰 폭으로 인하한 것은 국제금융시장 불안의 영향이 국내시장으로 파급되면서 환율 및 주가가 급등락하고 부분적인 신용경색 현상이 나타남에 따라 앞으로 실물경제 활동이 크게 위축될 가능성에 적극 대응할 필요가 있다고 판단되었기 때문임 앞으로 통화정책은 물가상승압력의 변화와 함께 금융시장 불안에 따른 경기의 과도한 위축 가능성에 유의하면서 운용해 나갈 것임, fall, unanimous, 
20081107, 통화정책방향2008117 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 425에서 400로 하향조정하여 통화정책을 운용하기로 하였음 최근 국내 경기는 세계경제 성장세 약화로 인해 수출증가율이 낮아지고 소비 등 내수가 부진한 모습을 보이면서 둔화추세를 지속하고 있으며 금융시장 불안의 파급 영향이 가세하여 향후 성장의 하향위험도 큰 것으로 판단됨 소비자물가는 원달러 환율 상승에도 불구하고 국제유가 하락과 경기둔화의 영향으로 오름세가 점차 둔화되고 있음 부동산시장에서는 거래가 위축된 가운데 가격이 하락 움직임을 나타내고 있음 금융시장에서는 환율 주가 등 가격변수의 불안정한 움직임이 지속되는 가운데 외국인 투자자금 유출 금융기관 여신태도 강화 등으로 기업의 자금조달 여건이 악화되고 있음 앞으로도 통화정책은 물가상승압력의 변화와 함께 금융시장 불안 등에 따른 경기의 과도한 위축 가능성에 유의하면서 운용해 나갈 것임, fall, 5-1, fall
20081211, 통화정책방향20081211 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 400에서 300로 하향조정하여 통화정책을 운용하기로 하였음 최근 국내 경기는 소비 투자 등 내수 부진이 심화되는 데다 수출도 감소로 돌아서면서 빠르게 둔화되고 있으며 신용경색 등 금융시장 불안과 함께 세계경제의 침체로 향후 성장이 크게 위축될 가능성이 높은 것으로 판단됨 소비자물가는 원달러 환율 상승에도 불구하고 국제유가 하락과 경기둔화의 영향으로 오름세가 계속 둔화되고 있음 부동산시장에서는 거래 위축 및 가격 하락 현상이 지속되고 있음 금융시장에서는 환율 주가 등 가격변수가 높은 변동성을 보이는 가운데 외국인 투자자금 유출 및 금융기관의 여신태도 강화 지속 등으로 기업의 자금조달 여건이 악화되고 있음 앞으로 통화정책은 유동성 상황을 개선하고 경기의 과도한 위축을 방지하는 데 주안점을 두고 운용해 나갈 것임, fall, unanimous, 
20090109, 통화정책방향2009 1 9 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 300에서 250로 하향조정하여 통화정책을 운용하기로 하였음 최근 국내 경기는 소비 투자 등 내수 부진이 한층 심화되고 세계경제의 침체로 수출도 큰 폭으로 감소하면서 급속히 위축되고 있으며 신용경색 등 금융시장 불안 지속으로 향후 성장의 하향위험도 큰 것으로 판단됨 소비자물가는 국제유가의 하락과 경기부진의 영향으로 오름세가 계속 둔화되고 있으며 앞으로도 이러한 추세가 이어질 것으로 보임 부동산시장에서는 거래 위축 및 가격 하락 현상이 지속되고 있음 금융시장에서는 환율 주가 등 가격변수의 불안정성이 다소 완화되었으나 신용위험을 우려한 금융기관의 보수적 자금 운용으로 기업이 자금조달에 큰 어려움을 겪고 있음 앞으로 통화정책은 유동성 상황을 개선하고 경기의 과도한 위축을 방지하는 데 주안점을 두고 운용해 나갈 것임, fall, unanimous, 
20090212, 통화정책방향2009 2 12 금융통화위원회는 다음 통화정책방향 결정시까지 한국은행 기준금리를 현재의 250에서 200로 하향조정하여 통화정책을 운용하기로 하였음 최근 국내 경기는 소비 투자 등 내수가 한층 더 위축되고 수출이 급격히 감소하면서 하강속도가 빨라지고 있으며 세계경제 침체 심화 및 신용경색 지속 가능성 등으로 향후 성장의 하향위험도 매우 큰 것으로 판단됨 소비자물가는 국제유가의 하향 안정과 경기부진의 영향으로 오름세가 계속 둔화되고 있으며 앞으로도 이러한 추세가 이어질 것으로 보임 부동산시장에서는 거래 위축 및 가격 하락 현상이 지속되고 있음 금융시장에서는 환율 주가 등 가격변수가 대체로 안정적인 움직임을 보였으나 신용위험을 우려한 금융기관의 보수적 자금운용으로 기업이 자금조달에 여전히 어려움을 겪고 있음 앞으로 통화정책은 유동성 상황을 개선하고 경기의 과도한 위축을 방지하는 데 주안점을 두고 운용해 나갈 것임, freeze, unanimous, 
